id,text,label
32,"Votre sonnerie gratuite vous attend. Envoyez simplement le mot de passe « MIX » par SMS au 85069 pour la récupérer. Recevez Usher et Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",1
33,"Je regarde un film télougou... et toi ?",0
34,"Je vois. Quand on aura fini, on aura des tas de prêts à rembourser.",0
35,"Salut. Ma semaine s'est bien passée, je suis en vacances ! Oui, je vais faire un petit footing. J'avais oublié mon rendez-vous chez le coiffeur à 16h, il faut donc que je rentre prendre une douche avant. Ça te pose problème ?",0
36,"Je vois une animation de tasse de café",0
37,"Ne m'envoyez plus de messages, s'il vous plaît. Je n'ai rien d'autre à dire.",0
38,"D'accord, indiquez votre prix tant qu'il est légal ! Quand puis-je les récupérer ? Y u ave x ams xx",0
39,"Je cherche toujours une voiture à acheter. Je n'ai pas encore passé mon permis de conduire.",0
40,"Conformément à votre demande, « Melle Melle (Oru Minnaminunginte Nurungu Vettam) » a été défini comme sonnerie d'appel pour tous vos correspondants. Appuyez sur *9 pour copier la sonnerie d'appel de vos amis.",0
41,"Waouh ! Tu as raison ! Je ne l'ai pas fait exprès. Je suppose que quelque chose a changé après avoir abandonné ma recherche sur Boston Men et modifié ma localisation pour New York. Car sur ma page de connexion, il est toujours indiqué Boston.",0
42,"Umma ma vie et vava umma je vous aime tous chéris",0
43,"Merci beaucoup pour vos vœux d'anniversaire. Merci d'avoir rendu mon anniversaire vraiment inoubliable.",0
44,"OK, je te recontacte quand j'aurai de l'argent.",0
45,"Comment mon adresse IP pourrait-elle le vérifier sachant que mon ordinateur n'est pas un serveur Minecraft ?",0
46,"Je sais ! Ces vieux grincheux… Ma mère m'a dit : « Tu as intérêt à ne pas mentir ! » Mais bon, c'est toujours moi qui fais des blagues…",0
47,"Ne t'inquiète pas. J'imagine qu'il est occupé.",0
48,"Quel est le pluriel du nom recherche ?",0
49,"Je vais dîner. Je t'envoie un message après.",0
50,"Ça me va, parce que j'aime bien essayer de nouvelles choses. Mais j'ai peur que tu ne m'aimes pas, parce que tu as dit de ne pas parler trop fort.",0
51,"URGENT ! Nous essayons de vous contacter. Le tirage au sort du week-end dernier a confirmé que vous avez gagné 1 000 £, c'est garanti ! Appelez le 09064012160. Code de réclamation : K52. Valable 12 h seulement. 150 ppm",1
52,"Waouh, ta phrase d'ouverture est très formelle… Bref, moi aussi je vais bien, c'est juste que je mange trop et que je prends du poids… Haha… Alors, il s'est passé quelque chose de spécial ?",0
53,"En entrant dans mon bureau, mon assistante m'a dit : « Joyeux anniversaire, patronne ! ». Je me suis sentie privilégiée. Elle m'a invitée à déjeuner. Après le déjeuner, elle m'a invitée chez elle. Nous y sommes allées.",0
54,"Vous avez gagné ! Vous avez été spécialement sélectionné(e) pour recevoir 1 000 £ ou un séjour 4 étoiles (vols inclus). Contactez un conseiller au 0871277810910 (18+).",1
55,"Super ! Oui, il faut qu'on se parle vendredi – il faut connaître le ratio œufs/pommes de terre pour les tortillas !",0
56,"Hmm... mon oncle vient de m'informer qu'il paie directement l'école. Alors, s'il vous plaît, achetez de la nourriture.",0
57,"PRIVÉ ! Votre relevé de compte 2004 pour le numéro 07742676969 indique 786 points bonus non utilisés. Pour les réclamer, appelez le 08719180248. Code d'identification : 45239.",1
58,"URGENT ! Votre numéro de portable a remporté un prix de 2 000 £ le 5 septembre 2003. C'est notre dernière tentative pour vous contacter ! Appelez depuis le 09064019788 (ligne fixe). BOX42WR29C, 150 PPM",1
59,"Voici ma nouvelle adresse - pommes&pairs&toutes ces conneries",0
60,"Les numéros Vodafone se terminant par 7548 ont été sélectionnés aujourd'hui pour remporter un prix de 350 $. Si vous avez un numéro correspondant, veuillez appeler le 08712300220 et indiquer le code de réclamation 4041.",1
61,"Je vais manger du sao mu aujourd'hui. Ce sera prêt à midi.",0
62,"Tu prévois à quelle heure tu auras fini tes achats ?",0
63,"Parfait, je vais le faire.",0
64,"Pour information, Yetunde n'a toujours pas envoyé d'argent. Je lui ai simplement dit de ne pas s'en préoccuper.",0
65,"Êtes-vous là dans la chambre ?",0
66,"Salut ma belle ! Comment vas-tu ? J'espère que tu vas bien. Moi et Del R sont de retour ! Ça fait longtemps ! Appelle-moi un de ces jours. De la part de Lucyxx",0
67,"D'accord :) Combien ça coûte ?",0
68,"Je suis rentré.",0
69,"Chère, je t'appellerai demain. Merci de te dépêcher.",0
70,"Répondez d'abord à ma question.",0
71,"Quiz Sunshine hebdomadaire ! Gagnez un lecteur DVD Sony haut de gamme. Envoyez votre réponse par SMS au 82277. 1,50 £",1
72,"Je n'ai que MSN. Mon adresse est yijue@hotmail.com",0
73,"Il est là. Vous l'appelez et vous le rencontrez.",0
74,"Non, non. Je vérifierai toutes les chambres avant les activités.",0
75,"Vous ne recevrez plus de messages du service de chat. Pour des services Hardcore GRATUITS, envoyez GO par SMS au 69988.",1
76,"OK, envoie-moi un texto quand tu seras en route.",0
77,"Monsieur, j'attends votre courrier.",0
78,"Une belle pensée : « Ne vous lassez jamais de faire de petites choses pour les personnes que vous aimez… » Bonne nuit.",0
79,"FreeMsg Pourquoi n'as-tu pas répondu à mon message ? Je suis Randy, sexy, femme et j'habite dans le coin. Répondez maintenant.",1
80,"Salut, c'est Kate. Comment vas-tu ce soir ? J'espère pouvoir te voir demain un petit moment.",0
81,"Je l'ai trouvé, ENC <#>, où es-tu ?",0
82,"Je t'ai envoyé <#> dollars",0
83,"Salut chérie, j'ai fini mes études, alors envoie-moi un texto quand tu auras fini si tu peux. Bisous, Kate xxx",0
84,"Votre compte a été rechargé avec succès de INR <DECIMAL>. Le solde de votre compte prépayé KeralaCircle est de Rs <DECIMAL>. Votre identifiant de transaction est KR <#>.",0
85,"Bonjour, bébé endormi.",0
86,"Tu m'appelles à 23h, d'accord ?",0
87,"Je dis jusqu'à ce que je n'achète pas Ericsson, je ne peux pas l'acheter...",0
88,"En entrant dans mon bureau, mon assistante m'a dit : « Joyeux anniversaire, patronne ! ». Je me suis sentie privilégiée. Elle m'a invitée à déjeuner. Après le déjeuner, elle m'a invitée chez elle. Nous y sommes allées.",0
89,"Ouais mec, c'est clair comme de l'eau de roche.",0
90,"Veuillez nous fournir la connexion aujourd'hui même avant le [DÉCIMAL] ou nous vous rembourserons la facture.",0
91,"Tous les deux :) Je vais éjaculer en grande quantité, alors préparez-vous !",0
92,"Salut mon pote, j'espère que tu as passé de bonnes vacances. Je te souhaite un semestre enrichissant.",0
93,"À la maison, comme ça on peut toujours discuter",0
94,"K:)k:)bien:)étudie bien.",0
95,"Ouais... Comment tu sais...",0
96,"Ça a l'air super ! Tu es rentré(e) maintenant ?",0
97,"Finalement, le match se dirige vers un match nul, comme vous l'aviez prédit.",0
98,"Je suis fatiguée. Je n'ai pas bien dormi ces dernières nuits.",0
99,"Facile, ah?sen a été sélectionné, cela signifie que c'est bon..",0
100,"Je dois passer un examen le 3 mars.",0
101,"Oui, tu devrais. Je pense que tu peux utiliser ton compte GT actuel pour t'inscrire. Je n'en suis pas sûr, mais si je peux t'aider, n'hésite pas à me le dire. Assure-toi d'être prêt(e) avant de t'inscrire.",0
102,"Ok, pas de problème. Prends ton temps.",0
103,"Il existe un système d'exploitation appelé Ubandu qui fonctionne sans installation sur le disque dur... vous pouvez utiliser ce système pour copier les fichiers importants et le confier à un atelier de réparation.",0
104,"Désolé, je rappellerai plus tard.",0
105,"Tu dis ça... Bien sûr, il ne s'est rien passé. C'était pas très romantique, juste un peu. Je trouve que le paysage de nuit n'était pas terrible.",0
106,"500 téléphones portables neufs de 2004 à saisir ! Envoyez NOKIA par SMS au 89545 et repartez avec le vôtre dès aujourd'hui ! À partir de 1,50 £ seulement. www.4-tc.biz 2optout 08718726270 1.50gbp/mtmsg18",1
107,"Je serais vraiment reconnaissant si vous pouviez m'appeler. J'ai juste besoin de parler à quelqu'un.",0
108,"Rencontrerez-vous bientôt votre partenaire idéal ? Votre carrière est-elle sur les chapeaux de roue ? Pour le savoir gratuitement, envoyez HORO suivi de votre signe astrologique, par exemple HORO Bélier.",1
109,"Salut la compagnie Elama po mudyadhu.",0
110,"La vie est plus exigeante que les professeurs... Car les professeurs donnent des leçons puis font passer des examens, tandis que la vie fait d'abord passer des examens puis donne des leçons. Bonne journée !",0
111,"Besoin d'un café demain ? Incroyable que ce soit déjà ce moment de la semaine !",0
112,"Génial ! Je me souviens de la dernière fois où on a fait planer quelqu'un pour la première fois avec du diesel :V",0
113,"C'est vraiment choquant et effrayant, je n'arrive même pas à imaginer. J'ai vraiment envie de sortir ce soir. Tu crois qu'il y a un endroit où je pourrais dormir, pour économiser sur le taxi ?",0
114,"Au fait, tu as plus de nourriture dans ton frigo ! Ça te dirait d'aller manger au resto ce soir ?",0
115,"C'est un acteur merveilleux",0
116,"SMS.ac Blind Date 4U ! : Rodds1, 21 ans, homme, vient d'Aberdeen, au Royaume-Uni. Découvrez son profil : http://img.sms.ac/W/icmb3cktz8r7!-4. Pas de rencontres à l'aveugle. Masquer.",1
117,"Oui... D'après mes souvenirs... Je pense que ça devrait être possible de réserver...",0
118,"Jos demande si tu veux qu'on se rencontre ?",0
119,"Haha, oui. Notre amitié ne tient qu'à un fil parce que tu refuses d'acheter quoi que ce soit.",0
120,"TheMob > Découvrez notre nouvelle sélection de contenus : jeux, sonneries, potins, filles et sport. Gardez votre mobile au top et stylé ! Envoyez WAP par SMS au 82468.",1
121,"Où sont les clés du garage ? Elles ne sont pas sur l'étagère.",0
122,"Aujourd'hui, c'est le jour de l'acceptation… M'acceptes-tu comme ? Frère, sœur, amoureux, chéri(e), meilleur(e), ami(e), ami(e), ami(e) mignon(ne), partenaire de vie, bien-aimé(e), cœur, meilleur(e) ami(e) ? Pas de réponse signifie ennemi(e)",0
123,"Vous pensez être malin ? Gagnez 200 £ cette semaine à notre quiz hebdomadaire ! Envoyez PLAY par SMS au 85222 dès maintenant ! Conditions générales : WinnersClub, PO BOX 84, M26 3UZ. 16 ans et plus. 1,50 £/semaine",1
124,"Il dit qu'il m'appellera quand son ami aura l'argent, mais qu'il achètera certainement avant la fin de la semaine.",0
125,"Salut, la façon dont j'ai été avec toi aujourd'hui, c'est tout à fait moi, c'est ma vraie nature. Tu es unique et j'espère te connaître pour le restant de mes jours. J'espère que tu retrouveras ce que tu as perdu.",0
126,"Tu as égayé ma journée. Passe une excellente journée toi aussi.",0
127,"Kk:)Joyeux Pongal en avance.",0
128,"Hmmm... Je suppose qu'on peut faire 4 kb et du power yoga... Haha, je ne sais pas si on peut supporter le power yoga... Je l'ai aussi, j'avais oublié...",0
129,"Pas vraiment mec, j'ai pas d'amis, malheureusement :(",0
130,"Offre valable uniquement en décembre ! Vous avez votre mobile depuis plus de 11 mois ? Bénéficiez d’une mise à jour gratuite vers le dernier modèle avec appareil photo couleur ! Appelez gratuitement The Mobile Update Co au 0800 298 6906.",1
131,"Gâteau au café, je suppose...",0
132,"Joyeux Noël à toi aussi, mon amour, je t'aime *bisous*",0
133,"Hé... Pourquoi on n'irait pas voir X-Men en déjeunant ensemble ? Haha",0
134,"Pourrais-tu prévenir les gens que je vais être un peu en retard ? Deux bus sont déjà passés, ils étaient pleins, et j'attends toujours le 1er. Pete x",0
135,"Ce serait super. On sera à la Guilde. On pourrait se retrouver sur Bristol Road ou ailleurs ; je te recontacte ce week-end. Nos projets prennent leur envol ! Bonne semaine !",0
136,"Pas de problème. Comment allez-vous ?",0
137,"Aucun appel, message, appel manqué",0
138,"Salut da :) Comment s'est passé le cours aujourd'hui ?",0
139,"Je dirais que c'est bon signe, mais bon, vous connaissez mon expérience en matière de psychologie féminine.",0
140,"Super, envoie-moi un texto quand tu seras garé.",0
id,text,label
141,"Je relis le message que je viens de t'envoyer. C'est une blague. Alors, prends-le comme tel.",0
142,"Kk:)apo k.bon film.",0
143,"Je pourrais peut-être emprunter le livre demain et le rendre immédiatement… ? Ou quelque chose comme ça.",0
144,"Appelez l'Allemagne pour seulement 1 centime la minute ! Appelez depuis un poste fixe via le numéro d'accès 0844 861 85 85. Sans prépaiement. Accès direct !",1
145,"Toute chance que vous auriez pu avoir avec moi s'est évanouie dès l'instant où vous avez violé ma vie privée en volant mon numéro de téléphone dans les documents de votre employeur. C'est inadmissible. Veuillez ne plus me contacter, sinon je vous signalerai à votre supérieur.",0
146,"Offre spéciale Saint-Valentin ! Gagnez plus de 1 000 £ à notre quiz et offrez à votre partenaire le voyage de sa vie ! Envoyez GO au 83600 dès maintenant. 0,150 £/message reçu. Service client : 08718720201.",1
147,"Ta-daaaaa ! Je suis rentrée chérie, tu es encore debout ?",0
148,"Génial. Alors, comment se fait-il que vous n'ayez jamais été invité à un dîner romantique auparavant ?",0
149,"Je dors... et je surfe",0
150,"Désolé, je rappellerai plus tard.",0
151,"Tu m'appelles, c'est ça ? Appelle-moi sur mon portable...",0
152,"Ok, c'est super, merci beaucoup.",0
153,"Je suppose que le courrier est arrivé ! Tu dois avoir des milliers de messages maintenant ! Bonne lecture. Celui de Hello Caroline à la fin est mon préféré. Que Dieu le bénisse.",0
154,"Où te cachais-tu, étranger ?",0
155,"Cela ne m'intéresse pas.",0
156,"Ma sœur a fait deux parcours en Birla Soft hier.",0
157,"Bonne nuit... à plus tard... entraînement en cours",0
158,"C'est Yijue. Je viens de voir ton mail. Au cas où Huiming ne t'aurait pas envoyé mon numéro, le voici.",0
159,"Un petit problème de prestige, maintenant.",0
160,"Envie de faire l'amour ? Moi aussi. Ça vous intéresse ? Envoyez XXUK SUZY par SMS au 69876 sur sextextuk.com. 1,50 € par SMS. Conditions générales sur le site web. X",1
161,"Je voulais juste prendre de tes nouvelles. Jeremiah me manque beaucoup. Passe un excellent mois.",0
162,"Non, je ne peux pas t'aider, je n'ai jamais eu d'iPhone.",0
163,"Si tu n'es pas dans ma voiture dans une heure et demie, je vais péter un câble !",0
164,"Aujourd'hui, c'est la journée des excuses ! Si jamais je me suis mis en colère contre toi, si jamais je me suis mal comporté ou t'ai blessé ? S'il te plaît, gifle-toi ! Parce que c'est de ta faute, je suis quelqu'un de bien.",0
165,"Vous avez trouvé la somme qu'il nous faut pour l'alcool ? Jay et moi, on essaie de calculer combien on peut dépenser sans risque pour le cannabis.",0
166,"<#> ISH MINUTES, C'ÉTAIT IL Y A 5 MINUTES. WTF.",0
167,"Merci de votre appel. J'ai oublié de vous souhaiter un joyeux Onam, Monsieur. Je vais bien et j'ai pensé à vous en rencontrant un assureur. Au plaisir de vous revoir au Qatar, incha'Allah. Rakhesh, ancien de Tata AIG, désormais chez TISSCO, Tayseer.",0
168,"Félicitations ! Vous avez gagné 500 £ de bons d'achat CD ou 125 £ de cadeau garanti et vous participez gratuitement au tirage au sort hebdomadaire de 100 £. Envoyez MUSIC par SMS au 87066. Conditions générales : www.Ldew.com. 1win150ppmx3age16",1
169,"Votre solde est actuellement de 500 livres sterling. Pour optimiser votre dépôt, envoyez CASH dès maintenant au 86688 (seulement 0,150 £/message). Carte de crédit : 08708800282 HG/Suite342/2Lands Row/W1J6HL",1
170,"Je suis acteur. Quand je travaille, je travaille le soir et je fais la grasse matinée. Comme je suis au chômage en ce moment, je fais TOUJOURS la grasse matinée. Quand on est au chômage, tous les jours sont samedi.",0
171,"Salut ! Je viens d'arriver, St Andrews-boy, c'est long ! Il fait froid. Je te tiens au courant.",0
172,"Ha ha cool cool chikku chikku :-):-DB-)",0
173,"Oh ok, pas de problème..",0
174,"Vérifiez le statut d'Audrey dès maintenant.",0
175,"Je suis très occupée. J'essaie de terminer avant le Nouvel An. J'ai hâte de vous rencontrer enfin...",0
176,"Bonjour soleil ! Comment se lève cette journée ? Sommes-nous reposés et heureux d'être en vie ? Respirons-nous l'air pur et sourions-nous ? Je pense à toi, mon amour… Comme toujours",0
177,"Je sais que Z prendra soin de moi. Donc pas de souci.",0
178,"Update_Now - Offre de Noël ! Derniers modèles Motorola, Sony Ericsson et Nokia + Bluetooth GRATUIT ! Minutes doublées et 1000 SMS offerts chez Orange. Appelez MobileUpd8 au 08000839402 ou appelez call2optout/F4Q=",1
179,"Voici votre code de réduction : RP176781. Pour ne plus recevoir de messages, répondez « stop ». www.regalportfolio.co.uk. Service client : 08717205546",1
180,"Quel uniforme ? Où l'obtenir ?",0
181,"Super, envoie-moi un texto quand tu seras prêt(e).",0
182,"Salut mon chéri… Oh là là, tu me manques déjà alors que je viens à peine de me réveiller. J’aimerais tellement que tu sois là, dans le lit, à me câliner. Je t’aime…",0
183,"Je te chouchouterai aussi au lit :)",0
184,"Je vais prendre un bain, je t'envoie un message dans quelques minutes.",0
185,"Je ne peux pas continuer à discuter avec des gens si je ne suis pas sûr de pouvoir les payer s'ils acceptent le prix. Alors, s'il vous plaît, dites-moi ce que vous souhaitez acheter et combien vous êtes prêt à payer.",0
186,"Merci pour votre commande de sonnerie (référence T91). Vous serez facturé 4 GBP par semaine. Vous pouvez vous désabonner à tout moment en appelant le service client au 09057039994.",1
187,"Pouvez-vous dire ce qui s'est passé ?",0
188,"Tu aurais pu me voir... je ne t'avais pas reconnu. :)",0
189,"Bon, il ne se passe pas grand-chose à Lindsay pour le Nouvel An *soupir*. Quelques bars à Portsmouth et le Blue Heron proposent quelque chose.",0
190,"Laissez mon payasam là-bas si Rinu l'apporte",0
191,"Je croyais que c'était Ranjith qui m'avait appelé. C'est pour ça que j'ai envoyé ce SMS. Il se renseigne sur le projet. Prabu me l'a dit aujourd'hui, alors ne vous méprenez pas...",0
192,"Je comprends que ce soit pour cela que vous vous inquiétez. Sachez que le corps a la capacité de se réparer de lui-même. Et je suis presque certaine que vous n'avez pas à vous inquiéter. Nous allons procéder en douceur. D'abord, les tests, qui permettront de déterminer votre période d'ovulation, puis vous pourrez vous détendre. Rien de ce que vous avez dit n'est une raison de s'inquiéter, mais je continuerai à vous suivre.",0
193,"Oui, bien sûr, donnez-moi quelques minutes pour retrouver mon portefeuille.",0
194,"Laisse tomber. Pas de souci :-) Prends soin de toi.",0
195,"Salut, je serai en retard... On se retrouve à 9h45+",0
196,"Appels et SMS doublés pendant 4 à 6 mois. Bluetooth offert chez Orange. Disponible sur les téléphones Sony, Nokia et Motorola. Appelez MobileUpd8 au 08000839402 ou appelez le 20200839402 ou le 202000839402 (call2optout/N9DX).",1
197,"Il a fallu 3 coups de langue à M. hibou.",0
198,"Chez le client, je vous appellerai.",0
199,"Mm, cette fois où tu n'aimes pas t'amuser",0
200,"4 mois d'abonnement Orange Line à moitié prix et 4 smartphones dernier cri GRATUITS. Vous avez votre téléphone depuis 11 mois ? Appelez MobilesDirect gratuitement au 08000938767 pour le renouveler dès maintenant ! ou 2stoptxt",1
201,"Oui, je suis en train de déjeuner au buffet... Tu as déjà mangé ?",0
202,"Hein, si tard… Vendredi soir ?",0
203,"Salut ! Alors, samedi, on fait seulement le cours d'initiation au Pilates ? Ou aussi le kickboxing ?",0
204,"Le matin seulement, je peux le faire, d'accord.",0
205,"Oui, je crois. Je suis au bureau, mais mon ordinateur portable est dans la pièce, je crois que c'est comme ça depuis quelques jours. Je ne l'ai pas éteint.",0
206,"Je viens te chercher vers 19h30 ? À quelle heure comptes-tu partir ?",0
207,"À partir de maintenant, la prime de performance sera calculée tous les deux mois, et non pas pour la période du mois en cours.",0
208,"Je dormais et je dormirai peut-être encore quand tu rappelleras. Un texto me convient parfaitement. T'es géniale ma sœur. Je t'enverrai un texto dès que je me réveillerai.",0
209,"Tu exposes toujours ta vie privée. Tu publies des photos de tes fesses sur Facebook. Tu es l'une des personnes les plus ouvertes que je connaisse. Pourquoi penserais-je qu'une photo de ta chambre te blesserait, te ferait te sentir violée ?",0
210,"Bonsoir Monsieur, Al Salam Wahleykkum. Je partage une heureuse nouvelle. Par la grâce de Dieu, j'ai reçu une offre de Tayseer (TISSCO) et j'ai accepté le poste. J'espère que vous allez bien. Insha'Allah, nous nous rencontrerons bientôt. Rakhesh, visiteur d'Inde.",0
211,"Sonnerie gratuite : envoyez FIRST au 87131 pour une sonnerie polyphonique ou GET au 87131 pour une sonnerie classique ! Besoin d'aide ? Appelez le 0845 2814032. Après la première sonnerie gratuite, les sonneries suivantes coûtent 150 £ par semaine (3 x 150 £). Envoyez stop par SMS.",1
212,"Chère Chechi, comment va-t-elle ? As-tu parlé à elle ?",0
213,"La crème capillaire n'a pas été expédiée.",0
214,"Rien de tout cela n'arrivera avant votre arrivée.",0
215,"Oui, le grand feu de sapin de Noël de Loxahatchee commence dans une heure",0
216,"Haha, habitue-toi à conduire jusqu'à USF, mec, je connais plein de fumeurs de joints.",0
217,"Tout allait bien jusqu'à ce cours un peu catastrophique cet après-midi avec mes chouchous ! J'espère que ta journée de congé se passera bien. Un café serait le bienvenu, car je ne peux pas rester tard demain. Même heure et même endroit que d'habitude ?",0
218,"Salut ! Bonne semaine ? Ça te dirait de prendre un verre ou autre chose plus tard ?",0
219,"En direction de l'arrêt de bus",0
220,"Message : Texte manquant Expéditeur : Nom manquant Numéro manquant Envoyé : Date manquante Tu me manques beaucoup, c'est pourquoi tout est manquant. Envoyé via fullonsms.com",0
221,"Passe dans notre chambre à un moment donné pour qu'on puisse finaliser le programme de ce week-end.",0
222,"Parce que je veux que ce soit ton truc",0
223,"Okies... J'irai aussi à Yan Jiu... On peut éviter Ard Oso, aller au cinéma puis prendre le métro, blablabla...",0
224,"Ramenez du Wendy à la maison =D",0
225,"Service de rencontres 100 ; appelez le 09064012103 box334sk38ch",1
226,"Salut ! Tu n'as pas envie de dormir ?",0
227,"Très bien, j'ai un nouvel objectif maintenant.",0
228,"Participez GRATUITEMENT à notre concours hebdomadaire de 250 £ ! Envoyez simplement le mot WIN par SMS au 80086 dès maintenant. 18 ans et plus. Conditions générales : www.txttowin.co.uk",1
229,"D'accord, je pars dans quelques minutes, envoie-moi un SMS pour me dire où on se retrouve.",0
230,"Envoyez un logo à votre amoureux ou amoureuse : deux noms reliés par un cœur. Envoyez LOVE NOM1 NOM2 NUMÉRO DE TÉLÉPHONE au 87077 Yahoo!",1
231,"Oui :) Je prends des appels en direct depuis la semaine dernière.",0
232,"Quelqu'un a contacté notre service de rencontres et a enregistré votre numéro de téléphone car vous lui plaisez ! Pour savoir de qui il s'agit, appelez le 09111032124 depuis un téléphone fixe.",1
233,"Siva est à l'auberge aha:-.",0
234,"URGENT ! Votre numéro de portable vous permet de gagner 2 000 £, c'est garanti ! Appelez le 09058094455 depuis un téléphone fixe. Réclamez le prix n° 3030.",1
235,"Envoie ça à tes amis et découvre ce que tu penses de ta voix… Comment est mon intonation ?",0
236,"D'accord. Elle ira bien. Je suppose.",0
237,"Aathi... où es-tu, ma chérie...",0
238,"Avez-vous des douleurs en urinant, ou autre chose ?",0
239,"7 heures à l'Esplanade... Pourriez-vous me déposer car je n'ai pas de voiture aujourd'hui ?",0
240,"Je veux acheter une BMW de toute urgence, c'est vraiment urgent. Mais je n'ai pas assez de 100 000 lakhs.",0
241,"À la maison, je regarde la télé.",0
242,"Est-ce qu'elle met généralement quinze minutes à répondre à une question par oui ou par non ?",0
243,"Félicitations ! Le Nokia 3650 avec caméra vidéo est à vous ! Appelez le 09066382422.",1
244,"Billet réservé pour Pongal ?",0
245,"Tu es disponible maintenant ? Je suis tout près de Hillsborough.",0
246,"Le message envoyé demande des dollars. Dois-je payer ?",0
247,"Demandez à g ou à iouri, j'ai déjà raconté cette histoire une dizaine de fois.",0
248,"Combien de temps dure Applebee's ?",0
249,"Salut, j'espère que tu recevras ce message. Le voyage n'a pas été bon, je crois que j'ai environ 50 minutes de retard.",0
250,"Prêt pour tout usage, de 500 £ à 75 000 £. Appelez gratuitement le 0800 195 6669 ou envoyez help par SMS.",1
251,"Oui oui. Je crois que je vais faire ces truffes Oreo.",0
252,"Regarde Amy, tu es une femme magnifique et intelligente, et je t'aime beaucoup. Je sais que tu ne ressens pas la même chose pour moi, alors ne t'inquiète pas.",0
253,"J'espère que c'est le fruit de votre intelligence et de votre gentillesse constantes. Commencez à lui demander des liens vers des stages et restez à l'écoute. Bonne chance ! À plus tard.",0
254,"1,20 € pour cet appel. Ce qui n'est pas si mal, je suppose. Tu me manques, j'ai besoin de toi, je te veux, je t'aime.",0
255,"Je traverse une période très différente. J'hésite à prendre des décisions, mais je reste la même personne. Le temps guérira tout, j'en suis convaincue.",0
256,"Où es-tu passé ? Mon téléphone va se décharger, tu dois rester ici.",0
